,0,1,2,3
184,3,9771,"Its a nice product from the truatable brand boat , it's battery quality is phenominal, bass is decent and audio is also an average but it's worth to buy it just ho for itREAD MORE",5
185,3,10140,Can't express the goodness it's good enoughsound is outstanding bass is outstanding battery backup is outstanding everything is outstanding in this productREAD MORE,5
186,3,10246,"Great For both Wireless and Weird use. Bass is great and works very good with all my devices. Battery Backup is also Good,for me at max sound it gave 6 hr backup.READ MORE",5
187,3,10249,Good but it paining on ear. It should have some smooth and over the ear compatibility although sound and bass quality is better than other products in this range.READ MORE,4
188,3,10610,"It's been almost a year when I purchased this(April 2019). It is working same from the date when I used it for first time.There one drawback so I gave 4 stars. That is the mic is not very good when at a call. When I play games, it works awesome but when on a call the voice is not very clear from my side.Rest assured, it is the best headphone at this price range. I would tell to go for it.READ MORE",4
189,3,10751,"overall product is very nice . In looks it's very stylish , light weight .sound quality is also goodREAD MORE",4
190,3,11285,"after 10 days of use im writing this review . First of all its an amazing product from boat what an performance sound quality is awesome and bass was kick your ears😘👌 build quality is good but if your wearing on your ear you will think it wil break easiley but nop its strong build quality i assure.pros: bass extreme ,battrey backup super,build quality cool, and    ... Cons:you will realise your ear was paining in minutes but its only on first time then it will become comfortable,i recieved ...READ MORE",5
191,3,11408,"if u want buy for listening song it's superb and mind blowing,if u want buy for calling it's not good bcoz sometime u can't talk clear other wise u can buy itREAD MORE",4
192,3,11599,It really performs good my son liked it very much .It is of best quality. Love your products flipkartREAD MORE,5
193,3,11854,Too good product..... You can trust in this productREAD MORE,5
194,3,11927,Veri good night fast delivery good product sound base very well battery backup good very goodREAD MORE,4
195,3,12471,"Pros:~                                                           *✓Amazing sound quality headphone.*✓Bass is outstanding,i would say it's boom    boom...Dhamaka.🔥💯*✓Battery backup is good enough,you can play continuously songs upto 7 to 8 hours.cons:~ *©Aux cable should be Good quality.*©Cushion's should be more comfortable.*©Design could be more impressive.So this is my Opinion regarding this.           •[well overall it is good headphone under Rs.1000(If purchased under Any sale)]•READ MORE",5
196,3,12946,This is my honest review after using it for a couple of days please do remember this before buying the headphones-pros-1.superb bass and sound quality 2.noise cancellation is superb I used them in bus and wasn't able to hear sound coming from outside3.price of the product is really low for this price you won't get any other product this good4.the looks are definitely awesomecons-1.bluetooth connectivity is poor as the Bluetooth version is 2.1 it lags sometime and you might feel small g...READ MORE,5
197,3,13274,"it's really good experience with boat rockerz ... good quality of sound , bass is most imp thing in that headphone ... so , easily foldable nd easily pickup on exercise or gaming time ... really thnx for boat company for this beautiful products . nd i wish ,u will definitely make different headies for best heads ..... so keep it up guys ... But one problem such a time face me for at a call time just a voice break nd not clear voice hear in that ...But next everything is good to see u ....READ MORE",4
198,3,13794,The boat rockers 400 is a typical budget friendly purchase . I got it for Rs999 and its definitely worth the value or i should say more than it . The bass is great and it supports well . It might be tight on ears for first few days but then it is perfect .Valuable product.READ MORE,5
199,3,14546,"so the boat rocker was best choice if you can buy a buget headphones, bass is nice and bulid quality is also good but it's not comfortable for long period useREAD MORE",4
200,3,15604,Boat Rockerz product is good but little bit disappointed with its hardware . It should me made strong .Otherwise the product is awsm 1.Sound quality superb.2.Bluetooth Range is also good .3.Bass is superb I can feel the song with headphones. I love itREAD MORE,5
201,3,16377,"it is a very good product.,...really happy with the flipkart services in my area,,,,,,,and the product is also very nice........and the base is very goodREAD MORE",5
202,3,16569,"bass is good , sound quality is awesome (also depends on your smartphone), in this price it's a great product, while with the AUX CABLE provided with it helps you to play games In great sound quality and comfort.READ MORE",4
203,3,17434,it's a wonderful full product very happy with the way it's works and sound quality . but if continuiously used for a longer period  the ears hurt.  delivery by flipkart was on timeREAD MORE,4
204,3,17663,Sound quality is great also compact size makes it very easy for usage during travelling . Loved it!!!!READ MORE,5
205,3,18031,better product good in sound quality and two way useable thank you sellerREAD MORE,5
206,3,18313,"I got one defective product first time, then I returned it and ordered new one, as the seller dont have replacement policy. I was unable to hear sound from one speaker from first purchase. When new one arrived, I just shocked, it was mind blowing. Super bass, crystal clear sound, it do work without Bluetooth, we can connect it through aux cable which is supplied with it. Also got charging cable. Charging cable is not up to the mark, very cheap. When I received the parcel, Original product bo...READ MORE",5
207,3,19724,It's the best at this price range. But one side stopped working about a month. But it was replaced by boat company.. Good one.. Worth it!!READ MORE,5
208,3,19942,Very nice product by boat best Bluetooth handset at this price i loved it soo much highly recommend thisREAD MORE,5
209,3,19984,nice headphone but bluetooth range kaam hai long distance is doesn't work but sound quality is best and battery is also good ....thank you FlipkartREAD MORE,4
210,3,20076,headphone quality is very super and the base is very Panchi and clear clear sound I love the quality of headphone the Bluetooth connectivity is also very good and the charging time is also very less its charge only 2 hours better sound in better qualityREAD MORE,5
211,3,20782,Good headphone Bluetooth nice sound but not more adjustable in proper head .READ MORE,3
212,3,20848,"Colour & quality is awesome , but size is small ,can't wear this for long time, but after months of usage it will get comfort to you, nice product to buyyREAD MORE",5
213,3,21228,Awesome quality of sound and btry backup is very good as well on this price best headphone.READ MORE,5
214,3,21487,"Nice headset, super sound, super base quality, good battery backup...overall goodREAD MORE",5
215,3,21733,Sound quality is good bass is superb but battery life is not good . After three months it couldn't start so if think to buy this I suggest u to that buy some little boat earbuds or other boat neckband which really good as compared to this  so last thanks Flipkart for taking my reviewREAD MORE,3
216,3,22602,Writting this review after 6 months of use Genuinely this sounds good 👌 but this is not very comfortable after using for 1 hours this hurts a lot its very tight to ears and they claim 6 hours of playback and its gave me around 4.5 hours of battery life and when it reaches 100%-30% it suddenly die. Hope this review helpful to you.If planning to buy this headphone u have to compromise with the comfort.READ MORE,3
217,3,23576,Not comfortable for long time use ...lakin 2 hr use k lea best h or sound toh very good es price range mREAD MORE,5
218,3,24326,verry good product. I am a music producer. I've use many headphones. but this is an amazing product. you can actually feel the bass. and battery backup is amazing. I don't even charge it 2 3 days . great product if you are a music fan. than go fot itREAD MORE,5
219,3,24389,Awsome and extordinary product.... It's has really good sound quality.... It refreshes me when I hear soft music.... But It needs better base quality.READ MORE,5
220,3,25182,nice work very well and rewarding experience with this isREAD MORE,5
221,3,25214,"After using it for more than month here is a honest review. Sound Quality, Bass and Battery time are good. But main concern is connectivity. You can feel bluetooth connection issues using headphones even if your phone is in pocket, specially when you are making calls. They claims 10 meters range but tbh its pathetic. Also Microphone is not efficient as it doesn't have noise cancellation, so other party can't hear you properly when you're outside or surrounded. Good thing is, it can be used in...READ MORE",2
222,3,26398,nice headphones with superb bass but not comfortable on ear good battery pack up still worth buyingREAD MORE,5
223,3,26629,No doubt on this its awesome But its not for hard core gaming if u play sound got delay.. if u have trust on this company n really liked it take this..If u dont have budget to take another one dont get upset put a ox cable and then play it works correctly  for ur gaming...READ MORE,4
224,3,29703,the best in the world what a bass  of the product i like it too much  and the best thing in it is a colorREAD MORE,5
225,3,30681,good quality product. flexible and easy to use and even have a good battery backup. must buy.READ MORE,4
226,3,32305,"1st of all Flipkart u have a god damn super fast service, tq u for that.And the quality of the product is super cool.. everything is grt yrr.. u have to by this as soon as u can.. Best type quality product within budget..🎧🎧READ MORE",5
227,3,32592,"sound quality not that good, but works good when volume is on middle levels. it becomes notice when you max the volume. all in and all good buy.READ MORE",4
228,3,32635,fantastic bass and crisp and clear voice overall superREAD MORE,5
229,3,32918,"Awesome product by Boat. Great delivery by Flipkart, 1day before expected date.Bass and Sound clarity is great. Used Nokia BH-503, Boat Rockerz 400, Leaf Bass 2 are high end headphones.READ MORE",5
230,3,33716,super sound quality..one of the best headphone I have with superior bass quality...get for bass lovers..go for it guys..really fantastic productREAD MORE,5
231,3,36099,Tremendous product. very good experience with this boat rockerz 400 . you may feel much tight for the first purchase. but it will get feet across the 👂 with day by day uses. also have a fast and superb delivery .😎😎😎😎😎READ MORE,4
232,3,36240,"For using YouTube,  volume is less comparatively other application. Generally speaking with this Bluetooth headset mic is not to the level of moderate. Can't hear by counterpart always. I havnt like it. Other than can be use this headset for hear songs in music app. Its nice to feel. I love it.READ MORE",4
233,3,37284,"the product has good design,  tight fit,  comfort to wear... sound quality is good... overall,  a good product for the priceREAD MORE",4
234,3,37834,they are just amazing good sound quality n battery back up amazing I'm fully satisfied with this ❤READ MORE,5
235,3,37855,This very accurate review.THIS headphone has very nice sound and bass quality you wont regret it.  ButThe cushions for the ears on the headphones are very irritating and causes disturbances.On full bass volume after several hours of continuous usage may give headache.But overall its very awesome quality headphones as compared to other headphones in market.Im glad i bought itBoat is very nice company i you want to buy these go for it.READ MORE,4
236,3,38082,"Fact: See if you are looking for budget headphone ...this is the best in this range...none jbl,Sony, Phillips, beats nobody has this kind of sound quality in this range. fun fact : even boat have made only this model which has such great dynamic sound ...even rest of their models even the expensive ones are not so great...Bass-It is like you are sitting in a car with woofers with good amount of crisp Trible - not like Sennheiser but still pop music lovers will like it...I  bought it for th...READ MORE",5
237,3,38475,good for listening songs but not so good while on call coz sometimes sound is not audible or repeated sound comes can not talk softly on call..just for music is best.READ MORE,3
238,3,42404,"nice Bluetooth headphone, I am pleased with its performance after 10 days use. u can prefer it at the price of 999 it's sound quality is best on comparision with other headphones.READ MORE",5
239,3,43602,This headphone is very stylish but if you looking bass dj then it will be dispointe you. battery backup is good. mic is okk okk overall it's good but not very goodREAD MORE,4
240,3,43985,nice headphone in this price band. almost everyone is good about this headphones. the bass and treble are good. easy to connect and pair. works well with oppo and mi phones. cusions and spring is also good. comes with aux cable and can be used as a normal wired headphonesREAD MORE,5
241,3,47746,best headphones for bass and sound quality superb soundbut its mic is not good it create external sound to the one whom you are talking toREAD MORE,4
242,3,48482,Quality is good sound quality is also better but the ear cushions get warm  please change it with some other good materialREAD MORE,5
243,3,49288,"I got it for Rs 899, and this is just awesome with this range.I have 3 boat Bluetooth products this over head head phone, another piston head phone and a Bluetooth speaker.All products are working good and i just loved all products of this brandREAD MORE",5
244,3,49289,this Handset is awesome.. 😍 I love to use it..  Great Quality 😍 It is very effective during PUBG Playing  😍😍READ MORE,5
245,3,49295,products is awesome but it's packaging was not in well manner.... it take more than 10 days to deliver... otherwise product is awesome and battery is awesome very long lasting battery because of battery performance I loved itREAD MORE,4
246,3,49297,Its an awesome product. I used it for 10 days... and i charged it for just 3 times till now. Good sound quality and battery backup.I would recommend it to you if you would use it max 2-3 hrs a day as if u use it for more than that your ears will get pain as its on the ear headphone and so your ears are just covered and if you use it very long it would be painful. so based ln your usage buy. I strongly recommend it.READ MORE,5
247,3,50096,nice product. good build quality. use of time over half an hour is causing earpain due to tightness. good battery backup. wiresld mode is also goodREAD MORE,4
248,3,50101,"it's really a good headphone 🎧which I got in my budget.... sound quality is awesome and especially the bass... the bass of this earphone is totally excellent👍👏so if you are going for BOAT ROCKERZ 400, you've got a good choice.READ MORE",5
249,3,50102,beautiful product nice to handle sound system is good i m happyREAD MORE,4
250,3,50104,"It's very cool while working but when puting this on neck there it needs some more design feature like easily foldable on resting on neck ,It's very cool dude if cost few more bucks doesn't be feel costly.READ MORE",5
251,3,50133,"worth buy.. excellent sound quality with noise cancellation, but button quality could have been little better and they should give adjustable handset that fits to your head.Out of 10 I will give 8 number!READ MORE",4
252,3,51166,AMAZING SOUND N VERY HANDY. YOU CAN BUY ROCKERZ 400 WITHOUT ANY HESITATION. I LOVE IT N VERY COMFORTABLE TOO.READ MORE,4
253,3,52036,good product nice sound good bass.  but it build quality not very good  its wiring is so sensitive  so it faiils   so its a problem but it is fineREAD MORE,5
254,3,53292,"sound is great and good quality,super bass, best battery backup, you can use it continuously for 7-8 hour and also use as wired when it's battery is dead,nyc look but it can be more attractive,its OK. must buy I request u want to buy please buy.Don't be confused to buy it.it's my personal opinion.Iget it for 999.READ MORE",5
255,4,439,"1. This is the best one in its price range. I bought it at 999 rs. I had also purchased Cosmic Byte headphones, and Sony headphones, both priced under 999. But no one comes closer to the bass, sound clarity, dolby effect and the distinct difference of each sound from others as you know how the ordinary headphones make the sound muddy, but that is not the case here. 2. Boat rockerz 400 is  able to deliver all sounds clearly distinct and separate from each other, with an ambient reality that l...READ MORE",5
256,4,2324,Good for someone who likes soft anf and sweet sound.READ MORE,5
257,4,2487,"Sound Quality - It tends to disrupt the audio at times, but overall provides decent qualityBass - Best in class.Design and Build - The headmounts do not rotate completely which makes it difficult to carry on the neck. But the thing is sturdy and feels great when wearing.Battery backup - Decent. Provides about 5-6 hours of music playing with 1-1.5 hours of charging.READ MORE",5
258,4,3739,i gifted to my Big B. in bhai dhooj festival & he like it very much...quality of sound is too good but major disadvantage is u cnt wear this headphone more than 10 mints...its starts paining in ur head as well as ur ears. very tight...READ MORE,4
259,4,3922,Fast Delvery and Super sound quality I'm happy ur product  thank u flipkartREAD MORE,5
260,4,4606,"Awesome product. Clear sound with great bass. Comfortable on ears for longer use. Must buy. I feel ""on the ear"" headphone are better than "" in the ear"" headphone.READ MORE",5
261,4,5115,Quality is good but one thing is that it doesn't support the distance range connection.. otherwise it seems to be well design and look coolREAD MORE,4
262,4,5436,Nice product i like it so much but the Bluetooth range is very low it hardly  work in 10-12 feetREAD MORE,4
263,4,6342,"Love it from the first look. Superb bass, balanced sound. tribble is bit less. But at this price point nothing can beat this beast.READ MORE",5
264,4,6630,"GOOD PRODUCT, NICE  SOUND. BUT THE BUILT QUALITY OF THE SWITCHES ARE NOT THAT MUCH GOOD. WE CAN SAID IT AVERAGE. OTHER WISE ITZ A GUD PRODUCT WITH EYE CATCHING LOOKREAD MORE",5
265,4,8167,bought it for 999 and its awesome at this price sound quality is dope bass is super nice battery backup is also ok the problem is with design as its not comfortable to wear for long its painful to ears but besides that its still pretty goodREAD MORE,4
266,4,8178,Just wow it so cool it perfectly fit on me and it's battery life is amazingREAD MORE,5
267,4,9246,Good sound quality at this price range. Bass is very good and you can enjoy every beat of music. Nice product👍👍 And good battery life.READ MORE,4
268,4,11691,this product are perfect and sow beautifully designs and sound quality are perfect bass I am happy 😊READ MORE,5
269,4,11692,sound quality is goodyur ear hurts after wearing it for 10mins not so comfy at allbut for a price of 999 this is a very good dealThe mic won't work at all.when I'm playing pubg or calling ....it uses the mic of the phone not the headsetI don't know whyREAD MORE,4
270,4,11868,"Superb Sound Quality.Build Quality 👌👌👌Light Weighted...Boat need to work on design,if this can be more compact i definetly give 5 stars.😉Go for it guys Worth of buying...READ MORE",4
271,4,12381,It is a awesome product in affordable price.It has a superb bass quality as well as battery back up.READ MORE,5
272,4,12874,Awesome Bluetooth headset Awesome bass boosted easy handy care design is very good superb price in headphonesREAD MORE,5
273,4,12946,In affordable price good product... Smooth sounds with super high bass...READ MORE,5
274,4,13034,sound quality excellent but bass not a excellent only avarage. build quality superb and osmm..my one star less to not a super bass only avarage ..READ MORE,4
275,4,13776,the product is good & the quality is also great .its a very great hedphone....but the only problem is it's comfortness ....the padding are not great so u can't wear them for a long time....😎READ MORE,4
276,4,13794,Great product from boAt. What I liked most about it is that it has very good sound quality with decent bass. Better than JBL.READ MORE,5
277,4,14192,"Superb Experience at thi price. Boat have done a great job, superb battery backup, clear sound experience, extra bass, best feature = Dual mode(Bluetooth & Aux)READ MORE",5
278,4,14207,sound quality is best and perfect comfort on ears good quality productREAD MORE,5
279,4,14546,"Comparatively much better than top other brands(Sony, JBL)Simply go with it, You will definitely love !- Rich bass- Very flexible- Fast connectivity- Great battery life Now i bought this for my brother.  Already i have 1 year old same wireless boat!  (still sounds like a new)READ MORE",5
280,4,14603,great headphones and amazing sound quality...great fit and amazing look great design also great bass .....came with amazing safe packing.....just one thing sound decrease if u connect with aux that's all .. rest battery sound quality all worth it ...got for 999 amazing productREAD MORE,5
281,4,15604,best product in this range . love this . I got it for 900 RS . satisfied from itREAD MORE,5
282,4,17663,"Nice Product ! All things are good but it's slightly tight, after 1 hour of usage, I started to feel pain in my ears, so I don't think it's built quality is that much awesome but I think I'll get used to it after few days. Well, All you will get is according to price, so I think you should go for it.Bought for 999 rupees.READ MORE",4
283,4,17984,I think of anyone wants to buy this in this price range then it is the best product👍.Best sound quality in this price range. bass is really good. we can say that it is value for money. Could be better as the charging cable doesn't plug in properly. but then also there are no problem with sound or bass. Crystal clear sound. We expect this from boAt. We can't expect quality more than this in plastic. it is Portable and easy to carry.READ MORE,4
284,4,18031,great buy one of the best headsets by far in this price range.Sound and bass quality is great.Colour and fitting is also great.overall I recommend this to all.READ MORE,4
285,4,18313,"i bought this headphone in 900 rupees only. So, at this price range i think it is the best headphone ever. The best thing  in this headphone is all about its bass and sound quality. Its battery backup is good but not best. If you want to buy this headphone just buy it without any fear.READ MORE",4
286,4,19526,good sound bass and good looking and everything is oosam and working properly but mic is low in qualitybut I also like this product and so happyREAD MORE,5
287,4,19724,"Everything is good & fabulous. Just one thing I would say is that the sound quality of Skull Candy is little better than Boat but still Boat is cheaper than Skull candy & hence, it offers best in its price range :)READ MORE",5
288,4,19729,I have been using this last 1 year this is an awesome purchase good in this price good sound good bass good noise cancellation good build quality  only one  cons it is slightly tight if you use for long period like if you are watching movieREAD MORE,4
289,4,20406,best headphone  in this price..got this black and blue one for 899 .  after unboxing the battery was about 80%. base is very very good but vocals could be better bluetooth and aux cable both are decent. and can easily be used within 5 to 10 metres . the con is that it is slightly tight and causes pain in ears when used for about 20 minutes it could be more comfortableREAD MORE,4
290,4,20467,good for one day battery stable perfect bass  sound quality is bestREAD MORE,5
291,4,21217,"The best for this price. Really it works like a charm. sound quality and bass purely boom. Battery backup is quite good, last for 6 hours for steady usage. Everyone must try this without doubts.READ MORE",5
292,4,21228,"Superb sound quality and also with Clear bass,  but design and look wise slightly disappointed.  Material feels weak. If you have to enjoy the music and no matter about the durability,  then go for it.READ MORE",5
293,4,21676,"I brought it at filkart big billion bay at RS 899 sound bass superb , aqulity good and overall excellent performance I am  so happy for price thankq filkart.READ MORE",5
294,4,21733,"an awesome product for boat , best quality , best bass and best noise cancellation,and great battery back upREAD MORE",5
295,4,25164,"i used Beats, Sennheiser, Beyerdynamic, Bose, Sony, Panasonic headphones but never hear that kind of music quality in this headphone i feel relaxed and exited, i got this headphone 2 days back but trust me whenever i got time i just connect my Bluetooth to this device and start listing music. its a huge pack of happiness and awesomeness thanks Boat for this awesome product.READ MORE",5
296,4,25182,Personally my ears and neck and head starts paining after I wear this headset. I can't wear it for more than an hour. sound quality is good. But comfort matters more for me. So not satisfied with the product. But those who have habbit of wearing such headset. It is good for them. Bass is good. And there's noise cancellation as well to some extend.READ MORE,3
297,4,25840,Very good design.. Foldable... That's why it is very easy to carry around.. Ear cup is small.. Not suitable for bigger earsREAD MORE,5
298,4,26579,Boat rockers 400 1) build quality is good2)you will feel amazing when u hear Bass songs3)The main advantage is u can use by Bluetooth connection (wireless) or Wired by putting Aux cable .4)Battery's backup is good I used 4days without charging5)U can hear good sound effect in Bluetooth connection only.Connecting aux cable to phone gives not much sound effect.6) This product is awesome and it is delivered 1Day before expected date7)value for money thanx to flipkartREAD MORE,5
299,4,26629,YOU PROBABLY NOTICED HOW MANY NOM OF PEOPLE BOUGHT UT AND RATED IT. but tell you something.. the no. doesn't matter. cause i purchased this one n i have other on ear Headphones too.. I'll definitely not suggest you to buy this... please its outdated product and it doesn't give you comfort at all..which is like very very important part of Headphone. The sound is good. but if you want to hear music at loud volume..forget it. you can listen better at medium n low volume.. i had headache at high ...READ MORE,4
300,4,27499,"Best Best headphones ,reallly impressed by its use 👍👍👍 They are really comforting and have a good bass tooo.. So i ma happy with purchaseREAD MORE",5
301,4,27834,nice quality sound bass everything is perfect nice headphone in valuable price.READ MORE,5
302,4,27934,Product Is Good This Product  I have Got Only in 899rs Sound Is Osm Battery Backup Is Very Good Comfortable And AdjustableREAD MORE,5
303,4,29123,I am happy to purchased it every thing is very good  just rubber  should be soft on but really battery back up and sound bestREAD MORE,5
304,4,29703,It is a good Bluetooth ... I gifted this to my husband...  he loved it too muchh... thank you flipkartREAD MORE,5
305,4,30313,The headphones are just boost to me after hearing songs I fell free and the voice is also good there's no issue regarding the headphones. The mic is also good even we can take calls by headphones and they are easy to connect and the battery remains upto minimum 6hours if charges once fully so oncecharge I don't need to charge it for two days. I play PUBG on them and the footsteps are clearly understood and we can make guess from where enemy is going to come so . I liked the headphones and sug...READ MORE,5
306,4,30681,"1. Sound quality is super 2. Grip of this is great but it feels more tighter after some time of wearing it3. Battery back up is pretty good4. Bluetooth utility is good but when we connect through it, Mike is not working properly facing problem in this5. Wired time of experience is good, Mike works properly when we connect jackREAD MORE",3
307,4,32305,the product is good and very much convenient too with the high sound quality the important point of the product is the sound of the headphones even when ur travelling and have clear voice but there was sudden drastic change battery backup it was kind of 40% and suddenly went battery low state and got offREAD MORE,4
308,4,32338,"Awesome product in this price , super extra Bass  such a nice product 🤘bOAt Rockerz 400 Ultra super extra Bass 😍READ MORE",5
309,4,32592,wow I am loving it superb sound quality happy with this deal.READ MORE,5
310,4,32745,sound qaulity is normal (lack of clarity because of higher bass) and only bass is excellent. If any one who wants sound clarity then switch on Sennheiser cx275s.  I've already used it and got a better quality of sound in balanced.READ MORE,3
311,4,32748,"I have used it for a while now and I noticed everything that u should notice to write a review. It's really not for long use, you should use for 1 hour continuously, give it some rest and again use. My ears are big so they pain a little. The sound quality is Very amazing. The treble and Bass are perfectly balanced and you can clearly tell difference between base and Treble. Vocals are clear along with powerful bass. At 899 it's a must buy. I'm very much satisfied with the sound quality.READ MORE",4
312,4,32918,strong but not durable. the soft cution are very comfortable and are easy to carryREAD MORE,4
313,4,33065,"It could be more comfortable or better as it hurts the ears in sometime. Can answer the calls but not that good for answering calls as the mic is not that effective. Sometimes, it catches the voice and sometimes have to repeat twice thrice and more times. please improve that and make them more comfortable to use.READ MORE",3
314,4,33697,The headphones are good in terms of bulid quality absolutly loved it talking about the sound the 40mm drivers are well to produce a good quatily sound with a premium bass but these are littlle  tight on the ear but later after using for some time its becomes much comfortable and these comes with wire cable to connect so that you can use it without charging and through wires its sound amazing Headphones are pretty stylesh though 😎😍READ MORE,4
315,4,33716,built quality is good .. but sound and comfort is not so good its just ok kaan bahotbdard hota hai bhai 15min he use karsakte ho..READ MORE,3
316,4,33872,I got it for 900 and at this price range this is the best headphones and the bass you can feel the bass once you play bass boosted songs and the quality of sound through aux is phenomenal it will shake your head once you wear it on your head finally amazing product worth buyingREAD MORE,5
317,4,34688,"overall good according to price..after two days I feeling ..sound very good but not best..build quality average as it missing adjust & soft cushion.I found no other issues, thanks flipkart.READ MORE",4
318,4,36099,only one thing # if you are looking for best headphones in budget then this is it....... superb sound quality and bass + very good finishingREAD MORE,5
319,4,37284,Best product in budgetawesome base i like it so i give 5 🌟 guy having best base without any equiliser it feel really like having dj with big base around us 😍😍😍READ MORE,5
320,4,39423,Good sound quality and best bass experience on ear. Thank you flipkart for this amazing product in good price range. I am 😊READ MORE,5
321,4,43985,wow wow what a bass i loved it thank you flipkart.. worth for this price .. mast buyREAD MORE,5
322,4,44243,"beautifully designed headsets, at this price it is certainly worth it.. the bass is awesome..but the vocal clarity is little low as compared to my sennheiser headsets..the Bluetooth range is decent, 5-6 meters maximum..(when used without obstructions in between)..READ MORE",4
323,4,46482,I have been using this from last one year and I'm satisfied with this product as its base is just awesome and you can carry it anywhere you want very easily.A good product by flipkart and a big thanks...READ MORE,5
324,4,47730,Its a good and useful headphone with good quality sound and easy buttons  at this price.READ MORE,5
325,4,47800,"the sound quality is very good with extra bass , battery run for 2 to 3 days of normal use , but call quality is not good microphone is not responsive but audio is greatREAD MORE",4
326,4,48482,"Awesome voice and connectivity range. Charger quality is not that great, but the charging time is good. The design and ease of use are also niceREAD MORE",4
327,4,48559,"its very good head phone. but only one problem. if you attend a voice call, the voice is not clear to other person. rest for music its very goodREAD MORE",4
328,4,48687,it ia very nice product i ever got.. really loved it..so nice in the price 899READ MORE,5
329,4,49298,"Awesome  !!If you are a bass lover, this is for you bass is at next level and the sound quality is also superb overall good product by boAt and thanks to Flipkart for fast service.Got it for @899 :)READ MORE",5
330,4,50102,The best bluetooth headset if you get it under 1k range....the Bluetooth is good enough.. .. the sound quality is really good..... The build quality is not up to the mark.... But under 1k range it is good enoughREAD MORE,5
331,4,51838,buy only if under rs. 1000... I thought my mic is not working properly and got it replaced.. even after that the mic is not at all good..even my friend has the dame problem...mic sucks...forget taking calls on it....vocals are okok...everything else is fine...i got it for 899 in big billion sale.. good for the price.. Mic isn't good at all..READ MORE,3
332,4,52036,all rounder .... works well ...in all fields .... not best but goodREAD MORE,5
333,4,53292,"I am really impressed with this one. I purchased it on big billion days sale at 899 so i thought what can one expect from a 899 rupees headphone and since the Bluetooth version is 2.1 i thought the sound quality will be worst but no i was wrong, both Bluetooth as well as aux cable are good both provides same audio quality. But i noticed that if the distance of your phone and headphone exceeds 10 or 15 metre then the sound quality becomes something terrible there is another one con that the pe...READ MORE",5
334,5,314,Great product! Sound is just Awesome! I have got this @ Rs. 999 /- only just for the Great BIG Billion Days offer. Thank you! so much Flipkart.READ MORE,5
335,5,1169,Good sound quality but kindly improve making material added more elasticness and super bass .Full paisa vasulREAD MORE,5
336,5,1952,"Nice bass n easy fitting on head. use AUX cable for more better experience, bass will blow your mind. excellent  product in this price segment.READ MORE",5
337,5,2324,This product is good and quality product. This one is really tough and strong it will not damage when it dropped or something like that happens no problems really harder and nice quality soundREAD MORE,5
338,5,2900,Good Head Phone with better sound quality and built design is so simple and comfortable to use but I feel that if they provided separate buttons for volume up /down and next/previous and make multifunction button into separate button. But overall it is good to use for daily day use and it is good in out door too.The  adjustable design is also good.READ MORE,4
339,5,3022,rockers 400 r the best ....I got it at 999 (best value ) ....overall performance is awesome but microphone is not audible due to its design....but after 1 year use the frame breaks .....that's for sureREAD MORE,5
340,5,3662,overall a really good built and good sound quality..noise cancellation is also good. bass is terrific!! got it for 999...nothing like this in the market for the same price. go for itREAD MORE,4
341,5,3739,Headphones are of great quality build wise and if one needs to hit nirvana while traveling. Somehow the option of using the headphones with Wire is not as pleasant of a listening experience as it is with the BT. When used with BT for making calls people often complained about them not being able to listen to what I was saying. the microphone isn't good enough.READ MORE,4
342,5,3922,extremely superb headphone from Flipkart love this one super bass built and designe are goodREAD MORE,5
343,5,5115,Best product in good price And it's sound is very nice and bass is so good 😍😍READ MORE,5
344,5,6342,veru good deal gifted to my brother he was very happy the battery backuo is also very good my brother uses daily full day he use headset while playing gameREAD MORE,5
345,5,6630,Nice quality headphones specially at this price tag. Amazing sound as well as bass go for it guys best budgeted headphones 👍😁READ MORE,5
346,5,7001,"Fulfilled All necessary expectation by a good Headphone. But one thing i have noticed that the mic is not suitable for phone call, but i like this headphone for only playing song.READ MORE",5
347,5,8167,I love this head. they are so pretty to see but there is only one problem is that when you wear it for so many times you here starts paining that is not good else everything is fine I love it looks so awesomeREAD MORE,5
348,5,8370,"Best product, good quality and easy to handle.  Good product at low cost.READ MORE",5
349,5,9246,"The headset is truly amazing for its price....It has got both Bluetooth and a 3.5 mm headphone jack, in case its battery runs out of charge. I feel the audio quality is better when you connect using the AUX cable it provides in the box. Boat also provides a USB to micro-usb cable in the box (for charging). The headset is pretty light and very comfortable to use(as its size can be adjusted).I had opted for the black & blue colour combination as it provides cloth as the material on the earcup...READ MORE",5
350,5,10111,"Boat is undoubtedly the best company at its price. Talking of this model, Sound quality is very satisfying, Bass is not very Powerful but its sweet and smooth, quality is good but could have better.Now the best thing about this headphones is its connectivity and battery backup. Its connectivity range is too good and once I charge this I continuously use this for 3-4days for about 2 hours each day. Highly recommended to all and you can also go for Boat Rock star 440 model .go for itREAD MORE",4
351,5,10246,"BEST HEADPHONES 💓💓💓 LOVE THE BASS OF THISS BEST BATTERY BACKUP EVER BEST QUALITY EVER , MUST BUY 😍READ MORE",5
